team_name,validation_accuracy,validation_f1_score,timestamp
TeamGraph_GCN,0.5294117647058824,0.5293916609706083,2026-02-20 01:54:06
sample_submission,0.47058823529411764,0.4702261360235968,2026-02-20 01:53:34
